sessID	MsgID	Text	DialogAct
PMUL4573	0	i am looking for somewhere to go in the centre of Cambridge 	Attraction-Inform(Area=centre)
PMUL4573	2	No, Is that a museum or a church.	Attraction-Inform(Name=holy trinity church)
PMUL4573	4	no. also find me  a hotel by the name warkworth house	Hotel-Inform(Name=warkworth house)
PMUL4573	6	Yes, please. Can you reserve a room for Monday for 5 people, 3 nights?	Hotel-Inform(Stay=3;People=5;Day=monday)
PMUL4573	7	Yes your reference number is 53LJQ4H6.	Booking-Book(Ref=53LJQ4H6)
PMUL4573	8	Thanks! Can you suggest to me something to visit that isn't a church or architecture? Maybe a museum or a park?	Attraction-Inform(Type=park)
PMUL4573	10	I think we would like it to be in the centre of town please.	Attraction-Inform(Area=centre)
PMUL4573	14	No. That's perfect! Thanks for your help. Good bye.	general-bye()
PMUL4573	15	have a good day	general-bye()
PMUL4570	0	I need a train to stevenage on saturday.	Train-Inform(Dest=stevenage;Day=saturday)
PMUL4570	2	Much later, I can't leave any earlier than 16:15.	Train-Inform(Leave=16:15)
PMUL4570	3	How about a 17:21 that will arrive by 18:10? 	Train-Select(Arrive=18:10;Leave=17:21)
PMUL4570	5	Booking was successful, the total fee is 10.24 GBP payable at the station . Reference number is : MQ8762HX	Train-OfferBooked(Ref=MQ8762HX;Ticket=10.24 GBP)
PMUL4570	6	Thank you. Can you help me find a hotel that has 2 stars and is expensive. I would like free wifi and in the east.	Hotel-Inform(Stars=2;Area=east;Internet=yes;Price=expensive)
PMUL4570	8	I would like to book that for one person for two nights starting Thursday	Hotel-Inform(Stay=2;People=1;Day=thursday)
PMUL4570	10	a reference number 	Hotel-Request(Ref)
PMUL4570	11	Sure, your reference number is O9HUGXCO.	Booking-Book(Ref=O9HUGXCO)
PMUL4570	12	Great, thanks for your help!	general-thank()
PMUL4570	14	That is all, thanks!	general-thank()
PMUL4570	15	thank you and enjoy your city stay!	general-bye()
PMUL4571	0	I am going to cambridge and I am looking for the cambridge book and print gallery	Attraction-Inform(Name=cambridge book and print gallery)
PMUL4571	1	Okay! It is a museum in the West part of town at 49 Newnham Road. Admission is free.	Attraction-Inform(Fee=free;Type=museum;Area=West part of town;Addr=49 Newnham Road)
PMUL4571	2	What is their phone number?	Attraction-Request(Phone)
PMUL4571	4	Thank you. I'm also looking for a moderate price range restaurant that serves turkish food.	Restaurant-Inform(Food=turkish;Price=moderate)
PMUL4571	6	Not right now, thank you for your assistance. Have a wonderful day.	general-thank()
PMUL4571	7	Thank you goodbye	general-bye()
PMUL4576	0	I'm looking for a guesthouse, I do an online business, so I will need free wifi.  	Hotel-Inform(Internet=yes;Type=guesthouse)
PMUL4576	2	a star of 4 and should include free parking in the North part of town	Hotel-Inform(Stars=4;Area=north;Parking=yes)
PMUL4576	5	Your booking was successful. The reference number is CX1Y5225. 	Booking-Book(Ref=CX1Y5225)
PMUL4576	6	Thank you. Are there any Chinese restaurants in the centre of town?	Restaurant-Inform(Area=centre;Food=chinese)
PMUL4576	8	I'm definitely looking for someplace cheap.	Restaurant-Inform(Price=cheap)
PMUL4576	10	no, just tell me the address and phone number.	Restaurant-Request(Phone;Addr)
PMUL4576	11	The address is 12 Lensfield Road City Centre, phone number 01842753771	Restaurant-Inform(Addr=12 Lensfield Road City Centre;Phone=01842753771)
PMUL4576	13	What time would you like to leave?	Taxi-Request(Leave)
PMUL4576	14	I want to leave the restaurant by 05:45. 	Restaurant-Inform()
PMUL4576	15	So you want to go from the restaurant to the guesthouse at 5:45?	Taxi-Request(Leave;Dest;Depart)
PMUL4576	16	Yes, please, I would like a taxi from the restaurant to the guesthouse.	Taxi-Inform(Leave=05:45)
PMUL4576	17	Ok I've booked you a blue bmw to leave Kirkwood house at 5:45 going to Golden House.  Contact number:07124998798	Taxi-Inform(Car=blue bmw;Phone=07124998798;Depart=Kirkwood house;Dest=Golden House;Leave=5:45)
PMUL4576	18	Cool, thanks for your help. 	general-thank()
PMUL4576	19	you are welcome and thanks for choosing us	general-welcome()
PMUL4576	20	No problem. That's all I needed too. So, bye.	general-bye()
PMUL4576	21	welcome anytime you need use	general-welcome()
PMUL4577	1	sure, do you need some information?	general-reqmore()
PMUL4577	2	I need to book a train from Cambridge to Leicester, leaving after 20:00 on Sunday. 	Train-Inform(Depart=cambridge;Dest=leicester;Day=sunday;Leave=20:00)
PMUL4577	6	Actually, I could use some help finding something fun to do in the north. 	Attraction-Inform(Area=north)
PMUL4577	7	There are several swimmingpools as well as a park and a boat attraction in the north. do any of these appeal to you?	Attraction-Inform(Type=swimmingpools;Type=park;Type=boat;Choice=several;Area=north)
PMUL4577	10	no that will be all thank you	general-thank()
PMUL4577	12	No thank you.	general-thank()
PMUL4577	13	Okay, have a great day!	general-bye()
PMUL4574	0	i am looking for a particular attraction. Its name is called the place.	Attraction-Inform(Name=the place)
PMUL4574	1	The Place is a nightclub located at 22 sidney street.	Attraction-Inform(Addr=22 sidney street;Name=The Place;Type=nightclub)
PMUL4574	2	Can you get me phone number please, thank you	general-thank()
PMUL4574	3	Sure thing, that's 01223324600.	Attraction-Inform(Phone=01223324600)
PMUL4574	4	Thanks. I am also looking for a hotel room. 	Hotel-Inform()
PMUL4574	5	Yes what area would you like to stay in and what price range are you considering?	Hotel-Request(Price;Area)
PMUL4574	6	The hotel should be in the type of hotel and doesn't need to include internet. The hotel doesn't need to have free parking. price doesn't matter.	Hotel-Inform(Parking=no;Internet=yes;Price=dont care;Type=hotel)
PMUL4574	8	I don't need you to book it thank you. 	Hotel-Inform(Name=cityroomz)
PMUL4574	9	ok, anything else i can help you with?	general-reqmore()
PMUL4574	10	Sorry, I am changing my mind. Please book Cityroomz for 4 nights starting on Saturday, for 8 people. Thanks.	Hotel-Inform(Stay=4;People=8;Day=saturday)
PMUL4574	11	You have been booked for Cityroomz. Your reference number is HAGWQ5KE.	Booking-Book(Ref=HAGWQ5KE;Name=Cityroomz)
PMUL4574	12	Thanks a lot for all your help!	general-thank()
PMUL4574	13	you are welcome all the time	general-welcome()
PMUL4574	14	okay goodbye 	general-bye()
PMUL4574	15	Bye! I hope you have a lovely stay!	general-bye()
PMUL4575	0	Can you help me find a restaurant that serves sri lankan food that is moderately priced?	Restaurant-Inform(Food=sri lankan;Price=moderate)
PMUL4575	3	Yes, I have doubled checked and there are no sri lankan restaurants anywhere in Cambridge.	Restaurant-NoOffer(Food=sri lankan;Area=anywhere in Cambridge)
PMUL4575	4	Okay, how about one that serves British food?	Restaurant-Inform(Food=british)
PMUL4575	6	Could you recommend one? I will be needing a table for 1 at 14:30 on Thursday.	Restaurant-Inform(Time=14:30;Day=thursday)
PMUL4575	7	What price range would you like?	Restaurant-Request(Price)
PMUL4575	9	Booking was successful. The table will be reserved for 15 minutes. Reference number is : 3NX7QMU8.	Booking-Book(Ref=3NX7QMU8)
PMUL4575	14	You have covered everything.  Thank you.	general-thank()
PMUL4520	0	I would love to get some information on the abbey pool and astroturf pitch	Attraction-Inform(Name=abbey pool and astroturf pitch)
PMUL4520	3	Yes, that's located in the east part of Cambridge.	Attraction-Inform(Area=east)
PMUL4520	4	How often do trains depart peterborough going to cambridge during the week?	Train-Inform(Depart=peterborough;Dest=cambridge)
PMUL4520	6	NOt at this time.  Thanks for your help	general-thank()
PMUL4520	7	Okay is there something else I can do?	general-reqmore()
PMUL4520	8	Actually, I would like to book a train. It needs to arrive by 20:30. I'd like to book for 3 people. 	Train-Inform(People=3;Arrive=20:30)
PMUL4520	9	There are many trains. Do you have a preference for departure time?	Train-Request(Leave)
PMUL4520	10	Yes I would like to arrive by 20:30 in Cambridge from Peterborough.	Train-Inform(Depart=peterborough;Dest=cambridge;Arrive=20:30)
PMUL4520	11	What day would you like to leave?	Train-Request(Day)
PMUL4520	12	I would like to depart on Wednesday.	Train-Inform(Day=wednesday)
PMUL4520	14	thanks so much for all of your help I cant wait to get there!	general-thank()
PMUL4520	15	Would you like me to book you a ticket?	Train-OfferBook()
PMUL4520	16	I apologize, I am so excited about the trip it is making me spacy, please book me for 3 people.  	Train-Inform(People=3)
PMUL4520	18	How about a moderately prices Italian restaurant in the same area as the hotel?	Attraction-Request(Area)
PMUL4520	19	We haven't talked about a hotel.	general-reqmore()
PMUL4520	20	You're right. Now that we have the train booked, that's all I need.	Train-Inform()
PMUL4520	21	Have a good trip!	general-bye()
MUL2089	0	I'd like a moderately priced hotel with free parking, please.	Hotel-Inform(Parking=yes;Price=moderate)
MUL2089	2	Is that located in the north. I really want to stay somewhere in the north. 	Hotel-Inform(Area=north;Name=acorn guest house)
MUL2089	4	Does it also have internet access?	Hotel-Request(Internet)
MUL2089	5	It does have wifi. 	Hotel-Inform(Internet)
MUL2089	7	Yes it does. Would you like me to book you a room?	Booking-Inform()
MUL2089	8	I have to discuss it with my husband, so no thanks.  Can you tell me about trains leaving Monday?  I need to arrive by 10:45.	Train-Inform(Day=monday;Arrive=10:45)
MUL2089	9	And where do you want to travel to and from?	Train-Request(Dest;Depart)
MUL2089	10	I will be traveling from Cambridge heading to Bishops Stortford. 	Train-Inform(Depart=cambridge;Dest=bishops stortford)
MUL2089	11	I have 3 trains that would suit your needs. May I suggest the one that arrives by 10:07?	Train-Inform(Arrive=10:07;Choice=3)
MUL2089	12	Yes that works for me. Can I have the travel time and the train ID?	Train-Request(Duration;TrainID)
MUL2089	14	That will be all, thank you!	general-thank()
MUL2089	15	You are very welcome. Have a great day.	general-greet()
PMUL4415	1	I need some more specifics to help you.  What type of information do you need?	general-reqmore()
PMUL4415	2	I am looking for a guesthouse in the north. I would like it to be expensive and include free wifi.	Hotel-Inform(Area=north;Internet=yes;Price=expensive;Type=guesthouse)
PMUL4415	3	I was unable to find any matching places for that.	Hotel-NoOffer()
PMUL4415	4	What about one in the moderate price range?	Hotel-Inform(Price=moderate)
PMUL4415	6	Yes I do need the free wifi.	Hotel-Inform(Internet=yes)
PMUL4415	8	Yes, that would be good. Can you just let me know the star rating of the hotel, whether they have free parking, and address? Thanks	Hotel-Request(Parking;Addr)
PMUL4415	9	Sure! the acorn guest house is a 4 star hotel with free parking and the address is 154 chesterton road.	Hotel-Inform(Name=acorn guest house;Addr=154 chesterton road;Type=hotel;Parking;Stars=4)
PMUL4415	10	I also need to find a train for Friday going to Cambridge from Norwich and leaving after 15:15.	Train-Inform(Depart=norwich;Dest=cambridge;Day=friday;Leave=15:15)
PMUL4415	12	No need to book the tickets I just needed the info. Thats all I needed thanks	general-thank()
PMUL4415	13	Can I help you with anything else?	general-reqmore()
PMUL4415	14	No, that will be all. Thank you!	general-thank()
PMUL4415	15	You're very welcome! Have a great day!	general-welcome()
PMUL4414	0	I need a place to go in the centre.	Attraction-Inform(Area=centre)
PMUL4414	1	There are many great attractions in Centre, do you have a particular type in mind?	Attraction-Inform(Area=Centre;Choice=many)
PMUL4414	2	I don't have anything specific in mind, what are some of the most popular attractions in the centre?	Attraction-Inform(Area=centre)
PMUL4414	4	I need their postcode please.	Attraction-Request(Post)
PMUL4414	6	Thanks! I also need a restaurant in the centre.	Restaurant-Inform(Area=centre)
PMUL4414	10	I'm looking for something upscale in the expensive price range.	Restaurant-Inform(Price=expensive)
PMUL4414	12	No, can you recommend one and book a table for 7 people?	Restaurant-Inform(People=7)
PMUL4414	14	It will be on Wednesday at 12:30. 	Restaurant-Inform(Time=12:30;Day=wednesday)
PMUL4414	17	Absolutely, do you have any preferences?	general-reqmore()
PMUL4414	21	I have booked a black volvo arriving at midsummer house restaurant by 12:30 on Wednesday and their contact number is 07420307177.	Taxi-Inform(Arrive=12:30;Phone=07420307177;Car=black volvo;Dest=midsummer house restaurant)
PMUL4414	22	Thank you, thats all need today.	general-thank()
PMUL4414	23	welcome anytime you need our help	general-welcome()
PMUL4414	25	Thank you , you too.	general-bye()
PMUL1937	0	Hello, I'm looking for information on a hotel called Hobsons House.	Hotel-Inform(Name=hobsons house)
PMUL1937	4	I also need a train.	Train-Inform()
PMUL1937	5	Where would you like the train for and when did you want to travel?	Train-Request(Depart;Leave)
PMUL1937	6	I need to go to the stansted airport on wednesday.	Train-Inform(Dest=stansted airport;Day=wednesday)
PMUL1937	7	Where will you leave from?	Train-Request(Depart)
PMUL1937	8	I'm leaving from Cambridge.	Train-Inform(Depart=cambridge)
PMUL1937	9	What time would you like to leave or arrive by?	Train-Request(Arrive;Leave)
PMUL1937	12	not now. thanks for the information	general-thank()
PMUL1937	13	Do you need anything else?	general-reqmore()
PMUL1937	14	I'm good, that's all I needed, Thanks!	general-thank()
PMUL1937	15	Thank you for contacting us and have a nice day.	general-bye()
PMUL4522	0	I would like to find a place to stay that has wifi, I'm not a fan of this new guesthouse trend, so a regular hotel please.	Hotel-Inform(Internet=yes;Type=hotel)
PMUL4522	1	I prefer hotels also.  What part of town did you have in mind?	Hotel-Request(Area)
PMUL4522	2	I would like a hotel in the north.	Hotel-Inform(Area=north)
PMUL4522	3	I have found two 2-star hotels, both moderately-priced, and both with internet and parking. You can choose between the Ashley Hotel, and the Lovell Lodge. Which would you prefer?	Hotel-Select(Price=moderately-priced;Stars=2;Parking;Name=Ashley Hotel;Name=and the Lovell Lodge.;Internet)
PMUL4522	4	2 stars is too pedestrian for me. I have sophisticated tastes so something around 4 stars would be better.	Hotel-Inform(Stars=4)
PMUL4522	6	Let's try a guesthouse with those qualifications instead please.	Hotel-Inform(Type=guesthouse)
PMUL4522	8	 book it for 3 people and 2 nights starting from thursday.	Hotel-Inform(Stay=2;People=3;Day=thursday)
PMUL4522	10	Yes, can you find a chinese restaurant near the hotel, please?	Restaurant-Inform(Food=chinese)
PMUL4522	12	I like my food expensive.	Restaurant-Inform(Price=expensive)
PMUL4522	14	No thank you. Can you just give me the postcode and phone number?	Restaurant-Request(Post;Phone)
PMUL4522	16	Great I also need a taxi to take me between the two places.	Taxi-Inform()
PMUL4522	17	What time would you like to travel?	Taxi-Request(Leave)
PMUL4522	18	I would like to be at the hotel by 13:45 please. 	Taxi-Inform(Arrive=13:45)
PMUL4522	19	Would you like to leave from the restaurant?	Taxi-Request(Depart)
PMUL4522	20	Actually, I'd like to go from the hotel to the restaurant at 13:45.	Taxi-Inform(Depart=acorn guest house)
PMUL4522	21	Sure, I can book that for you.  What time would you like to leave at? 	Taxi-Request(Leave)
PMUL4522	24	There is nothing else. Thanks for all your help. Goodbye.	general-bye()
PMUL4522	25	I am glad to help. Enjoy !	general-bye()
PMUL1931	0	Hi, I am looking for a train that leaves on Tuesday after 18:15.	Train-Inform(Day=tuesday;Leave=18:15)
PMUL1931	1	Certainly! What are your departure and destination locations?	Train-Request(Depart;Dest)
PMUL1931	2	It should leave from Cambridge and go to Leicester please.	Train-Inform(Depart=cambridge;Dest=leicester)
PMUL1931	3	Thanks for that information. Is there a time you would like to arrive by?	Train-Request(Arrive)
PMUL1931	6	Yes. I would like to book it for 6 people please.	Train-Inform(People=6)
PMUL1931	8	Yes I also need a guesthouse to stay in. It should have 4 stars, free wifi, in the east location.	Hotel-Inform(Stars=4;Area=east;Internet=yes;Type=guesthouse)
PMUL1931	12	Sounds good. I need it for 5 nights for 6 people starting from Thursday.	Hotel-Inform(Stay=5;People=6;Day=thursday)
PMUL1931	14	No, thanks. That's all I needed. Goodbye. 	general-bye()
PMUL4410	0	Hi, I am planning a trip.  Have you heard of a particular hotel?  I think it is called the Carolina Bed and Breakfast.	Hotel-Inform(Name=carolina bed and breakfast)
PMUL4410	1	Yes, it is a 4 star guesthouse located at 138 Perne Road.  Very nice and clean place.	Hotel-Inform(Addr=138 Perne Road;Type=guesthouse;Stars=4)
PMUL4410	2	Great! I need reservations for 3 people, for 3 nights, beginning on Thursday.	Hotel-Inform(Stay=3;People=3;Day=thursday)
PMUL4410	3	Booking was successful. Reference number is : KYWFGUNH.	Booking-Book(Ref=KYWFGUNH)
PMUL4410	4	Thank you. I also need to find an attraction in the Centre. Can you help me with that.	Attraction-Inform(Area=centre)
PMUL4410	6	Can you pick one for me and give me the address ?	Attraction-Request(Addr)
PMUL4410	7	All Saints Church is an architecture interest and has free admission. It is located on Jesus Lane.	Attraction-Inform(Addr=Jesus Lane;Type=architecture;Fee=free;Name=All Saints Church)
PMUL4410	9	The car is a red audi and the contact number is 07570056398.	Taxi-Inform(Car=red audi;Phone=07570056398)
PMUL4410	10	Thank you so much, that is everything that i need	general-thank()
PMUL4410	11	I hope you have a great time.	general-greet()
PMUL4413	0	I'm need a cheap place to stay that has free parking.	Hotel-Inform(Parking=yes;Price=cheap)
PMUL4413	2	I'd really like to stay in a guesthouse. What do you have available?	Hotel-Inform(Type=guesthouse)
PMUL4413	3	how about alexander bed and breakfast? they are lovely	Hotel-Inform(Name=alexander bed and breakfast)
PMUL4413	4	Sure. Can you book it for 5 people for 2 nights starting Saturday? I also need the reference number. 	Hotel-Inform(Stay=2;People=5;Day=saturday)
PMUL4413	5	I've made those reservations and your reference number is GDS15VTZ.	Booking-Book(Ref=GDS15VTZ)
PMUL4413	6	Thank you. I am also looking for a train that departs from cambridge after 19:30. 	Train-Inform(Depart=cambridge;Leave=19:30)
PMUL4413	7	Where will you be heading and on what day please?	Train-Request(Day;Dest)
PMUL4413	8	Going to broxbourne on Monday. 	Train-Inform(Dest=broxbourne;Day=monday)
PMUL4413	9	TR2292 leaves cambridge at 20:01 and arrives at 21:01, will that train work for you? 	Train-Inform(Arrive=21:01;Id=TR2292;Leave=20:01)
PMUL4413	10	Yes, it will. Can you book 5 tickets for me please? 	Train-Inform(People=5)
PMUL4413	12	No thank you that is all I need today. 	general-thank()
PMUL4412	0	May I please have information about a train to Stevenage, leaving on Tuesday?	Train-Inform(Dest=stevenage;Day=tuesday)
PMUL4412	1	Certainly. Is Cambridge your departure point?	Train-Select(Depart=Cambridge)
PMUL4412	3	Do you have a certain time you would like to leave after or arrive by?	Train-Request(Leave;Arrive)
PMUL4412	4	Any that leave after 08:00 would be fine. I'll need a booking for 5 people, please. 	Train-Inform(People=5;Leave=08:00)
PMUL4412	6	I would also like a moderately priced place to stay.	Hotel-Inform(Price=moderate)
PMUL4412	7	Is there a certain area that you perfer? Maybe free parking or wifi?	Hotel-Request(Area;Parking;Internet)
PMUL4412	8	free wifi and 4 stars please	Hotel-Inform(Stars=4;Internet=yes)
PMUL4412	10	Sounds great. I'd like to make a reservation for Saturday.	Hotel-Inform(Name=avalon)
PMUL4412	11	I would be happy to book this for you. Will you be booking for 5 people?	Booking-Inform(People=5)
PMUL4412	12	Yes for 5 people and 3 nights. 	Hotel-Inform(Stay=3;People=5)
PMUL4412	14	No, thank you, that's all I need. Thanks for your help!	general-thank()
MUL2216	0	I am looking for a guesthouse to stay at in the moderate price range.	Hotel-Inform(Price=moderate;Type=guesthouse)
MUL2216	1	How about the a and b guest house? 	Hotel-Recommend(Name=the a and b guest house)
MUL2216	4	Yes.  I need free parking, and I prefer the southern part of town. 	Hotel-Inform(Area=south;Parking=yes)
MUL2216	6	I have no preferences. You can just pick one. I'd like it for 7 people for 5 nights starting from saturday. 	Hotel-Inform(Stay=5;People=7;Day=saturday)
MUL2216	8	How about 3 nights for the same day and number of people?	Hotel-Inform(Stay=3)
MUL2216	10	Yes, I need a train out of Peterborough into Cambridge, please. 	Train-Inform(Depart=peterborough;Dest=cambridge)
MUL2216	11	When do you need that train?	Train-Request(Day;Leave;Arrive)
MUL2216	12	I need it for Saturday and I want to arrive by 18:15.	Train-Inform(Day=saturday;Arrive=18:15)
MUL2216	14	Yes please. Can you book 7 tickets on that train? I'd like a reference number if possible.	Train-Inform(People=7)
MUL2216	15	Booking was successful, the total fee is 92.4 GBP payable at the station. Reference number is : 8JPQ3AQT.	Train-OfferBooked(Ref=8JPQ3AQT;Ticket=92.4 GBP)
MUL2216	16	Great!  You have helped me tremendously.  I don't need anything else.  Thank you!	general-thank()
MUL2217	0	Could you help me find a 0 star lodging with free parking?	Hotel-Inform(Stars=0;Parking=yes)
MUL2217	2	I want to make sure also, that it is a hotel and includes free wifi	Hotel-Inform(Internet=yes;Type=hotel)
MUL2217	4	Can I just get the address for them please	Hotel-Request(Addr)
MUL2217	5	City centre is 328a histon road and el shaddai is 41 warkworth street.	Hotel-Inform(Addr=328a histon road;Addr=41 warkworth street.;Name=City centre;Name=el shaddai)
MUL2217	6	Thanks, I also need a train to go to cambridge.	Train-Inform(Dest=cambridge)
MUL2217	7	From where to cambridge then?	Train-Request(Depart)
MUL2217	8	I want to leave from bishops stortford and arrive by 12:15.	Train-Inform(Depart=bishops stortford;Arrive=12:15)
MUL2217	10	I would like to leave on friday.	Train-Inform(Day=friday)
MUL2217	12	Please book me for one for train TR 6834	Train-Inform(People=1)
MUL2217	14	Thank you so much for your help. 	general-thank()
MUL2217	15	You are welcome have a great time!	general-welcome()
MUL2214	0	I am looking for a 4 star hotel with free wifi. 	Hotel-Inform(Stars=4;Internet=yes;Type=hotel)
MUL2214	2	I would also like free parking 	Hotel-Inform(Parking=yes)
MUL2214	3	Huntingdon marriott hotel is available, would you like to try that?	Hotel-Inform(Name=Huntingdon marriott hotel)
MUL2214	5	The address is Kingfisher Way, Hinchinbrook Business Park, Huntingdon, postcode pe296fl. 	Hotel-Inform(Addr=Kingfisher Way;Addr=Hinchinbrook Business Park;Addr=Huntingdon;Post=pe296fl)
MUL2214	6	Ok great. I need to get a train ticket going too kings lynn on friday. Can you help me?	Train-Inform(Dest=kings lynn;Day=friday)
MUL2214	8	I need a train that leaves afer 21:15 and departs from cambridge. 	Train-Inform(Depart=cambridge;Leave=21:15)
MUL2214	12	No thank you.  That's all I needed.  Good bye. 	general-bye()
MUL2214	13	Have a great day.	general-bye()
MUL2215	0	Hello, I am looking for a place to stay that has 3 stars.	Hotel-Inform(Stars=3)
MUL2215	1	I can certainly help you with that! What area are you looking to stay in?	Hotel-Request(Area)
MUL2215	2	I would like a hotel in the south.	Hotel-Inform(Area=south;Type=hotel)
MUL2215	4	I don't have a price range I just need it to be a hotel. 	Hotel-Inform(Type=hotel)
MUL2215	6	I would like the hotel for 5 people for 3 nights starting on tuesday. 	Hotel-Inform(Type=hotel;People=5;Day=tuesday)
MUL2215	7	I can book the lensfield hotel on Tuesday for 5 people and 3 nights, is this alright?	Booking-Inform(Name=Lensfield Hotel;Day=Tuesday;People=5;Stay=3)
MUL2215	9	Would another day or a shorter stay work?	Booking-Request(Day;Stay)
MUL2215	10	If you can't book it for 3 nights we can try two instead.	Hotel-Inform(Stay=2)
MUL2215	12	No, that'll be everything. Thanks!	general-thank()
PMUL4419	0	Yes, hi. I am looking for a train to get me out of Cambridge to someplace fun. Can you help me with that?	Train-Inform(Depart=cambridge)
PMUL4419	1	Of course! Do you know your destination?	Train-Request(Dest)
PMUL4419	2	Yes, I would like to go to Peterborough. I want to travel on Friday and get there by 21:30.	Train-Inform(Dest=peterborough;Day=friday;Arrive=21:30)
PMUL4419	3	Is there a time you would like to leave?	Train-Request(Leave)
PMUL1938	0	Hello, could you help me with information on a train?	Train-Inform()
PMUL1938	2	I am leaving from Norwich and going to Cambridge on Wednesday. 	Train-Inform(Depart=norwich;Dest=cambridge;Day=wednesday)
PMUL1938	3	What time would you like to leave?	Train-Request(Leave)
PMUL1938	6	Just please get me the train ID and total travel time. 	Train-Request(Duration;TrainID)
PMUL1938	8	Can you find me a cheap guesthouse to stay in?	Hotel-Inform(Price=cheap;Type=guesthouse)
PMUL1938	9	Do you have a area of town you prefer?	Hotel-Request(Area)
PMUL1938	10	East part of town please	Hotel-Inform(Area=east)
PMUL1938	13	How many nights will you be staying?	Booking-Request(Stay)
PMUL1938	14	There will be three of us checking in on Wednesday and staying for two nights.	Hotel-Inform(Stay=2;People=3;Day=wednesday)
PMUL1938	16	Not at this time.  Thank you so much.	general-thank()
PMUL1938	18	No, thanks.  That's all for today. 	general-thank()
PMUL1938	19	Have a great day and enjoy your trip.	general-bye()
MUL2210	0	I'm looking for a train that goes to cambridge, leaving after 12:30 on monday	Train-Inform(Dest=cambridge;Day=monday;Leave=12:30)
MUL2210	1	From where will you be departing?	Train-Request(Depart)
MUL2210	2	I am leaving from Ely.	Train-Inform(Depart=ely)
MUL2210	3	I have the TR4849 train leaving Ely at 13:35 on Monday.	Train-Inform(Day=Monday;Leave=13:35;Depart=Ely;Id=TR4849)
MUL2210	5	The price is 4.40 pounds. You will arrive at 13:52.	Train-Inform(Ticket=4.40 pounds;Arrive=13:52)
MUL2210	7	I sure can. What area would you like to stay?	Hotel-Request(Area)
MUL2210	9	How about cityroomz? It is located in the centre of the city, is moderately priced, has 0 stars, and has free wifi. I think it would be perfect ofor you!	Hotel-Recommend(Internet;Area=centre;Name=cityroomz;Stars=0;Price=moderately)
MUL2210	10	That's perfect I need it booked for 8 people for 5 nights starting on Monday. 	Hotel-Inform(Stay=5;People=8;Day=monday;Name=cityroomz)
MUL2210	12	That is everything, thank you for your help.	general-thank()
MUL2211	0	Hi, I will be in Cambridge soon and need a place to stay that has free parking.	Hotel-Inform(Parking=yes)
MUL2211	2	I am not particular about the area but it should be a hotel and 0 stars please.	Hotel-Inform(Stars=0;Type=hotel)
MUL2211	3	Unfortunately, I do not have any matches for your request. 	Hotel-NoOffer()
MUL2211	4	How about a guesthouse with free parking and 0 stars?	Hotel-Inform(Stars=0;Type=guesthouse)
MUL2211	5	There are 2 options for guesthouses with 0 stars and free parking, the City Centre North B and B, and the El Shaddai	Hotel-Inform(Stars=0;Parking;Choice=2;Name=the City Centre North B and B;Name=the El Shaddai;Type=guesthouse)
MUL2211	6	I'd like to book El Shaddai, 3 people for 4 nights, starting from Tuesday.	Hotel-Inform(Stay=4;People=3;Day=tuesday;Name=el shaddai)
MUL2211	10	How about 3 nights, then?	Hotel-Inform(Stay=3)
MUL2211	12	Yes, I also need a train leaving after 9:15 on Tuesday from Kings lynn to Cambridge.	Train-Inform(Depart=kings lynn;Dest=cambridge;Day=tuesday)
MUL2211	18	Thank you but I will book it myself.  This is all I needed, you were great thanks again!!	general-thank()
PMUL4176	0	I'm looking for places to go in the centre.	Attraction-Inform(Area=centre)
PMUL4176	6	What is the attraction type?	Attraction-Request(Type)
PMUL4176	8	I could really use some help finding info on a guesthouse to stay in. I would need free parking though.	Hotel-Inform(Parking=yes;Type=guesthouse)
PMUL4176	10	It doesn't matter and it doesn't need to include internet.	Hotel-Inform(Internet=yes)
PMUL4176	11	for how many people and when were you planning your stay?	Booking-Request(People;Day)
PMUL4176	12	It will be 6 people, 3 nights from Wednesday on. 	Hotel-Inform(Stay=3)
PMUL4176	16	Thanks so much.  You have helped with everything I needed for now.  Have a nice day.  Bye.	general-bye()
PMUL4176	17	Thank you for using our service!	general-bye()
MUL0422	0	I'm looking for a train to Ely. I need to arrive by 19:30.	Train-Inform(Dest=ely;Arrive=19:30)
MUL0422	2	That train is leaving from Cambridge on Sunday, correct?	Train-Inform(Depart=cambridge;Day=sunday)
MUL0422	4	The departure time is of no concern, but I need to arrive on sunday in ely at 19:30 please.	Train-Inform(Dest=ely;Day=sunday;Arrive=19:30)
MUL0422	8	I also am looking for an attraction to go to in the centre of town.	Attraction-Inform(Area=centre)
MUL0422	10	Yes, in the centre of town.	Attraction-Inform(Area=centre)
MUL0422	11	Are you most interested in free attractions?	Attraction-Request(Price)
MUL0422	12	That would be fine. What is the name and address of one of those attractions?	Attraction-Request(Addr)
MUL0422	13	Castle Galleries is a museum in the centre of town that has free admission.	Attraction-Inform(Fee=free;Area=centre of town;Name=Castle Galleries;Type=museum)
MUL0422	14	Please give me their address	Attraction-Request(Addr)
MUL0422	15	Sure, the address of Castle Galleries is unit su43, grande arcade, saint andrews street.	Attraction-Inform(Name=Castle Galleries;Addr=unit su43;Addr=grande arcade;Addr=saint andrews street)
MUL0422	16	Great, thanks. That's all I need.	general-thank()
